m,k,b
8.379922,5.406721,2.0086432
11.538841,4.5692253,1.9618838
9.199027,6.237528,2.3826604
11.083104,4.4049177,2.3886983
11.554185,2.6699255,1.670576
7.534983,5.1219296,2.2315233
8.829855,6.060322,2.3477955
10.0019,4.0510187,2.8065274
9.087129,5.0678544,1.7017094
10.502982,4.609529,1.8478471
8.0949545,4.339092,1.6195835
11.163774,3.9143825,2.0027382
8.156341,5.8405557,2.0311115
8.766399,5.2726083,2.8697703
6.126097,3.0521822,2.5783174
10.497448,2.0373793,2.5223572
7.0057855,5.2451735,1.284424
6.3725867,4.9945555,2.4336748
13.44765,6.1080847,1.5234056
12.940666,2.265052,1.9799149
11.940798,2.084673,2.079197
7.2211237,4.25991,1.8554746
10.165717,6.4475427,2.1403108
10.601768,5.872917,1.4616343
10.257707,6.002859,2.5817337
14.617018,4.2282486,1.5013177
9.321011,3.060174,2.5836518
9.342821,4.121024,1.6114231
7.298263,6.145442,1.5079811
11.47727,2.1780941,2.6650639
7.9631414,4.74727,2.7647007
8.903837,6.216419,1.794984
9.244812,2.748478,2.899182
11.044818,4.775658,2.714735
13.340617,4.355905,2.2380722
9.521734,5.066844,1.795797
11.204005,4.098355,1.8064802
9.143204,2.9912574,1.821137
8.935,4.145572,2.5761979
7.065481,2.5804043,2.6827323
12.188218,2.8801959,2.4917977
7.6586094,4.8581314,2.3467832
11.155419,6.2195477,1.8850992
5.7856665,4.4594665,2.768349
9.247271,4.0357933,2.3565657
10.716543,5.193715,2.3864138
10.63034,3.544935,2.9339817
12.661322,3.6576066,1.8657175
8.598042,3.5123048,1.3945568
13.11686,4.1654024,1.8298464
14.216397,2.8228953,2.0259573
10.90469,4.1861606,1.7842158
8.988891,5.266194,2.6452131
8.474317,6.6976237,1.7012682
7.295314,6.9539256,1.1669371
13.610664,5.8755803,2.204455
7.273503,5.023674,1.939834
9.015445,5.747509,1.9871356
14.456103,5.9295707,1.2199495
13.622246,6.519962,2.0213556
10.660744,4.3999877,2.8914652
12.199697,5.705573,2.3211324
8.106877,4.5062575,2.0618134
11.710913,3.576711,2.099072
14.348968,6.369878,2.742898
6.4947395,6.9674764,1.5461383
11.65267,6.5187526,2.2240102
11.240337,5.1572366,2.0062284
7.976496,6.5322676,2.856775
10.527813,4.0806293,1.3361632
9.064923,6.5076504,1.773805
7.1892867,6.640573,2.29035
10.62425,3.221068,2.4382129
11.300318,3.2927132,1.0979377
7.6578755,5.16371,1.7680787
12.00987,4.267712,1.854634
8.963376,6.0816607,1.8327333
12.942471,5.9180193,2.2230978
14.434661,3.0945055,2.7837539
10.903152,4.413777,2.3830483
9.102641,4.7626195,2.4912486
13.907551,4.519527,1.6680164
9.422901,6.078374,1.6095605
10.256122,5.5841312,2.3245065
12.651042,4.9713407,2.528038
9.867677,4.8395343,1.3652701
10.622996,4.7795725,1.428249
10.065125,4.1934404,1.3774807
11.851399,5.9186707,1.1478046
10.884956,5.795145,1.6133788
6.8330836,5.2759757,1.9236555
11.086104,5.0209594,1.6573496
12.838075,3.6150327,1.9450266
6.5688386,5.441539,2.2270195
7.7894406,3.2668138,1.7036092
9.802022,4.110484,2.0156486
11.671973,3.9583645,1.0307381
7.2840447,3.2690666,1.329822
11.136334,4.334691,2.04178
6.1575813,4.9227037,2.5249712
8.445199,2.9002335,1.5868218
13.523517,2.2950165,1.8693566
14.632575,4.225293,2.3863432
9.290307,3.4035375,1.6098841
9.470518,2.8842056,2.2524416
11.397522,2.6436656,2.2060964
10.714326,4.8071275,2.0693698
12.755938,3.5670633,2.5127091
11.360662,2.09404,1.8909626
14.302751,5.5918436,2.4283605
5.874178,4.8434734,1.3026248
8.963332,4.4134192,2.000135
9.457996,5.5546,2.6993592
12.087519,6.5340734,2.1775856
11.697819,5.696617,1.2541834
11.30749,6.865914,1.8797501
11.803883,2.6908054,1.1056865
8.698053,2.857702,1.0198303
9.943984,2.5922039,1.6294379
11.863512,3.2985384,1.5978855
11.496314,5.7783623,2.3501658
12.972948,3.119927,1.0333034
13.544733,4.1876945,2.0371242
10.512553,5.0151925,1.935449
12.560726,2.899594,2.0886724
7.6651106,4.2095613,1.7012283
7.94883,4.868864,2.349051
10.326196,5.2597313,1.6678628
9.080575,2.0747354,1.6980803
10.670258,3.6948428,2.5504332
11.0313,4.6603713,2.7003622
9.237617,2.7947836,2.3096685
9.172589,5.247118,2.2353544
7.725893,3.3806248,2.6258194
6.487284,5.692777,2.0395784
12.489174,5.0160103,1.6018003
10.237581,5.6007943,2.4781103
10.280611,4.843792,2.161565
11.058535,6.4323535,1.3406279
13.990988,3.0100129,2.762572
14.122852,4.143415,1.7573442
9.986704,5.976489,2.794183
9.569423,3.054307,1.2460381
6.333742,3.4300787,2.3231735
8.528756,3.4060261,1.935386
8.537278,4.2308526,2.8479772
8.878422,5.646437,1.712505
14.914475,3.775348,1.7486255
12.7161455,3.0649748,2.3002582
12.113861,4.999623,1.6417658
13.341872,5.3874326,2.1782346
11.805474,3.0272596,1.171505
13.824256,5.785584,2.49572
10.550381,2.9777606,1.148384
7.837774,5.0998945,2.4509895
9.475112,5.098639,1.547912
8.75487,6.6768813,2.2838407
8.569068,4.2007403,1.7042068
8.941134,3.548719,1.979222
13.193529,3.7939916,2.159034
8.230369,3.161241,2.5280418
10.57304,2.305708,2.05608
6.3663697,3.7826595,2.2942748
10.69007,3.8474534,2.0960124
10.424864,2.30694,1.6502267
7.0663815,6.320757,1.6324123
9.275424,4.276737,2.1746395
11.476861,3.361343,2.079496
6.2195525,4.9192686,2.771744
9.542814,3.8625138,1.589619
9.415601,4.9960475,1.6033607
8.42053,3.243945,2.3562133
8.742566,5.199029,1.3456155
11.504708,2.1944273,1.2804615
8.3702755,3.5584848,2.800225
6.7235174,3.9354131,2.093141
14.268791,4.0214024,1.9264802
9.178867,4.4458036,2.2207966
11.502045,4.6267486,1.9986355
10.583977,4.751275,1.5103707
11.019845,4.2599263,1.7886153
10.192758,3.9997172,1.6471602
5.6471477,6.3569407,2.5900412
10.125278,4.398129,1.3185078
13.449833,5.1262684,1.1975101
9.131305,6.8909073,1.5351118
7.183387,4.5066195,2.3342822
10.311156,4.7140684,2.0144901
6.8267484,5.6855054,2.865089
7.4764676,6.065135,2.7554097
12.002917,5.636576,2.6846333
10.725394,5.2601504,2.0103662
8.673606,6.4593096,1.7572308
5.551297,5.57609,1.5114378
5.65782,3.7000477,2.383426
13.291271,2.098035,2.8107016
12.696195,4.545314,1.5520864
11.663386,4.640884,2.465544
10.324776,3.7159894,1.4048766
7.9169946,5.910037,2.4556386
11.205455,5.767074,1.9490182
8.494899,5.503461,1.7289903
5.9952126,5.8269897,1.6496726
10.196575,3.9869585,2.4059815
6.8248367,4.633711,1.7959138
14.135551,2.8212137,1.6914477
13.885976,3.3934622,1.7907523
8.155027,4.545679,1.7241161
8.383578,5.5421624,2.296883
10.68952,5.2829895,1.6048543
7.791706,4.362639,1.9796418
12.43236,4.4889927,2.7378094
6.2407455,3.0365307,1.5129025
10.483136,3.789224,1.14086
9.024387,4.4529266,1.9213895
13.425959,2.9878335,2.7910695
8.588657,4.7070193,1.8700271
9.538614,4.907089,1.3820467
11.569161,5.0690103,2.058828
6.3310404,6.056446,2.125193
9.903677,3.0958345,2.2826579
9.525965,4.016457,1.8477811
6.9685793,5.8720293,2.9024353
9.560735,3.7242563,1.8641291
6.3498383,3.7468326,1.8129835
12.756907,6.6216607,2.3607745
7.92468,4.5482373,2.8007166
11.207493,5.147072,1.9251878
12.098848,2.7920163,1.7011467
7.1787295,3.27746,2.7607465
11.609209,5.7950296,1.4593071
7.048678,2.7906535,1.5937315
13.097568,3.291141,2.0003037
7.7957025,4.165194,2.5827243
7.361118,3.0306969,2.225259
12.831629,6.7099357,2.9178169
9.560991,4.9259443,2.1636622
7.138761,6.9915085,1.7107066
6.920499,2.7424178,1.4119927
13.437604,4.462478,1.6631848
9.025684,5.4572644,1.2854848
12.052128,2.4555018,2.325961
8.053471,3.251749,1.4473618
14.549752,3.5161698,1.1698756
5.7527347,4.3604093,1.7101789
12.610721,3.2697926,1.5418524
13.049653,4.7352266,2.4328864
11.734127,4.3487515,1.1663637
6.942691,5.517712,1.1273509
6.881167,5.7211843,1.8488923
11.279623,4.4857044,2.0008206
13.388031,4.9777966,1.9844927
9.057874,6.6245646,1.8262622
8.382384,3.78865,2.5156894
11.385022,3.626399,1.3237841
7.1422534,2.7782784,2.3981867
9.149019,5.1333694,2.425485
8.871199,4.5623283,1.8030354
11.618498,2.9873874,2.5673072
8.549152,2.4790738,1.4428209
9.117266,4.7970977,1.8672287
7.3746915,3.134444,1.3881117
10.851806,2.426212,2.306649
14.784687,3.5813231,1.9680917
11.680105,4.092844,2.7495284
8.06258,3.7361343,2.9160872
12.862329,5.1381826,1.724453
5.5151377,4.835557,2.0480623
13.023948,4.844441,2.769317
10.1407175,5.227468,1.0589087
9.857341,5.598027,2.7657988
7.1350136,4.0488763,1.7589874
12.945157,2.9576616,2.0217402
10.214298,3.5202444,1.7103982
8.931337,4.5843215,1.8565285
10.671527,5.684634,2.5992355
10.6256,4.566293,2.0757089
8.914926,4.204052,1.2139589
11.748438,4.588632,1.8724256
7.742871,4.262058,2.3088374
9.715833,6.812309,2.3444614
9.185575,4.2363343,2.721225
6.7021704,6.7924194,1.719179
12.548969,2.2115152,2.385698
9.945458,3.1158838,2.8120544
7.1596212,5.557965,2.5009348
11.152245,4.9298906,1.9935235
10.576212,3.1851192,2.0045269
9.990877,3.7763784,2.4539125
8.254748,5.151687,2.6973228
10.210311,4.3623314,1.7697667
10.959169,2.9723709,1.8720018
10.236959,5.973582,2.0998437
7.847704,3.8968966,2.026085
7.981088,6.9712124,1.7458774
12.765934,6.6836915,1.8100046
13.701155,6.1980596,1.8830916
9.721576,4.0505037,2.338993
10.711631,5.2438784,1.976175
10.905606,5.861314,1.6330359
10.807442,6.022481,1.7589471
13.611098,4.722287,2.7045388
9.863011,4.3204412,2.382871
11.965068,4.167981,1.9332274
9.605825,5.885378,2.1337767
10.0206585,5.050345,1.0286938
8.546988,5.629978,2.3241816
6.3692803,6.0558357,1.6743847
10.421932,6.4243965,1.3582557
14.139796,4.975342,2.2173405
11.746783,6.2794647,1.9184761
9.766853,2.647175,2.0312123
13.101514,4.6540136,2.551601
8.055349,3.304137,1.31753
12.854507,6.108502,1.6045339
13.263553,3.5228615,1.7004147
13.244187,5.469285,1.995813
8.319437,6.414759,2.4162893
10.627319,5.5852623,2.0582044
11.177842,5.989964,2.3422732
12.006941,4.7639446,1.198819
9.797101,6.6428137,2.0188277
10.344393,5.579539,2.5576608
10.957655,5.1507807,1.8316891
5.2029877,5.0079417,2.3855262
13.118869,4.630881,1.6338125
11.450928,3.7751377,2.427163
10.111881,6.1082816,1.7165586
13.60283,5.259411,2.1093223
12.282637,5.322063,2.5872526
10.544053,4.6535735,1.5745683
8.898762,4.0443864,2.599209
6.465105,6.3319645,2.641072
12.364725,2.2232425,1.1076857
14.072428,5.4125476,1.583155
11.80642,4.1134477,2.026101
8.549508,6.707346,1.4249303
9.388677,4.874916,1.5119152
14.989299,3.6245718,1.2744482
10.189981,6.178959,1.8215921
11.435061,4.2448783,2.494981
12.411537,2.971091,1.6587758
13.0403,4.137173,2.5730655
7.5149093,4.7560644,2.2822833
8.894804,2.4095259,1.5372012
9.578658,5.5328255,2.2776222
9.056074,5.5830693,1.5898621
9.612371,5.683409,1.9128691
10.859262,4.1241055,1.2446553
7.867737,6.506132,2.6585374
14.788177,2.9936569,2.9518936
6.726394,6.1484904,2.2424393
13.141985,4.5848093,2.4164135
9.997493,4.7825108,2.0793905
11.647163,5.5361757,2.1009955
6.5461583,3.729364,1.7411646
8.597286,5.47676,2.086627
9.439441,3.6997113,1.8161726
11.620427,5.5647726,1.2817053
9.400343,4.179646,1.9234676
8.587079,4.194598,1.309895
11.690996,5.6864815,1.881877
11.909204,5.6158977,2.5473282
9.214906,6.08314,1.7584978
14.14564,3.71665,1.0409172
10.073551,2.6443808,2.779786
8.798378,4.4654717,1.2444326
9.662307,3.914259,1.7100333
11.983876,5.6462255,2.7849176
9.83461,2.5749433,2.3458319
8.530485,5.1588345,1.933635
6.2887135,6.886296,2.495359
11.598566,4.2577634,2.2966135
9.173681,5.935149,1.7564778
7.7647486,4.951858,1.2427956
9.596973,6.4733353,1.6611743
11.632621,3.3090045,2.0502226
10.661124,5.1069264,1.0893462
6.612807,5.63376,1.8518234
5.3180394,3.8791578,1.948514
10.893721,5.2072983,1.7967421
7.2056956,5.77838,2.1311667
9.322701,4.5553584,1.45313
11.133069,5.4284263,1.6169877
12.045376,6.371628,1.7111918
12.966848,4.366655,1.7338448
11.808409,3.668888,1.322373
7.6450024,4.030946,1.6575704
6.240967,6.223011,1.5124015
7.414042,2.4385507,1.3563946
12.975245,6.473517,1.5361338
9.353329,4.1112604,1.4579791
8.387804,6.594,1.9604234
13.150993,5.987081,1.5686952
12.670075,5.364437,1.7304217
11.11341,3.5535994,2.6195507
9.193925,4.788093,2.0269275
9.338769,2.8955846,2.288921
13.392623,2.497866,2.0172389
9.07549,3.047117,1.2359642
8.496219,5.454652,1.4683656
11.458887,6.1253085,1.7742442
11.967462,3.115958,2.596638
12.710754,4.9981127,2.3093636
10.801834,6.2668467,1.7133042
10.993753,4.029362,1.4659289
9.442335,2.5102785,1.5205926
11.439391,5.76458,1.8038186
9.98154,4.601764,1.8385284
9.50789,3.2351146,1.0719823
10.879759,3.0583658,2.2212527
13.012052,4.2651258,2.586718
7.7870827,6.405541,2.19204
7.1084065,5.1035643,1.7475796
12.77972,5.063818,2.1391041
13.208211,5.031635,1.8590335
10.564135,6.1038547,1.8934379
6.618686,5.990565,2.0354726
10.815279,4.0997977,1.8186604
11.558662,3.7917907,2.065196
7.943272,3.2632556,2.6939912
8.732491,2.9046674,1.1646267
6.3625154,5.5861707,2.1206706
6.3274446,6.1402397,1.2551583
11.278012,3.966693,2.9192698
14.070126,4.847504,1.9380413
13.714301,2.8517888,1.1226841
5.5488334,5.3621955,1.0352103
13.624802,4.167404,2.4982557
11.138801,3.0887146,1.2419674
12.295062,2.660854,2.1732953
9.468506,3.6882968,1.0929881
8.5883,6.1373057,1.7486286
10.848034,4.0971136,1.6700627
13.196967,3.0005906,2.4707446
6.082855,4.3104553,1.7973623
7.934515,4.5969825,1.7327296
8.57238,5.6479125,2.0399907
9.585022,4.2542343,2.615067
11.342084,4.7135625,2.4440494
11.707075,4.2406454,2.8993385
10.320298,3.5943344,1.7747674
8.658728,5.530157,1.6466801
8.1653385,4.8550277,2.6238089
11.016894,6.5572863,2.3072898
7.6917896,5.4290767,1.8903459
5.8089128,4.55468,2.4502375
8.364608,3.6295989,2.0948458
5.439496,4.9839005,2.6541028
11.468573,5.850608,1.8756598
14.069242,4.7603936,1.1924758
12.136541,6.7620316,1.9443595
8.134754,3.6732204,1.5242245
7.2120366,4.5027432,2.4616613
10.45674,5.299924,1.8899906
10.126521,4.229809,1.1696594
11.556699,4.5491047,2.2882667
12.500516,3.997431,1.8875116
5.1093535,4.3736534,1.5505856
10.901691,5.1307764,1.7655787
8.916395,6.886393,1.4223653
8.689781,4.8583217,1.2141186
13.575936,3.0945702,2.1418815
10.581505,5.6419053,1.6349163
5.2640038,5.4428644,2.5741997
10.208726,6.09649,2.3489046
10.099939,4.885248,1.9358208
11.890312,2.5369701,1.1373247
7.7005763,6.7279224,1.7297062
12.021335,4.4898767,1.9190255
9.497269,5.793747,2.935199
7.747142,2.7839348,1.6105361
8.343426,4.797841,1.63192
12.819153,4.9543085,1.6733098
6.5232625,5.451279,2.2282324
5.1956673,4.5194116,1.8781452
11.3748,2.4095395,2.2809877
12.936049,5.3636603,1.9245859
11.859482,4.7786903,1.914824
9.502078,2.9332738,1.2609602
13.085653,4.322851,1.9704041
11.320007,2.5451057,1.278611
10.006666,3.668114,1.4273156
7.2604327,5.737606,2.759825
13.302504,5.534212,1.7188003
11.363863,6.491673,1.4132129
8.427452,3.5025358,2.622938
13.36002,6.148534,2.9358795
9.906103,5.767938,1.8143396
12.172891,5.6942935,1.7558236
7.9488406,4.059119,1.7815149
7.0871735,6.114799,2.2242048
11.371146,2.7859137,1.532343
9.67104,4.062876,1.6630845
10.755562,4.141709,1.547523
10.361472,4.8751397,2.1293883
8.192809,4.6576314,2.1037061
6.8161373,4.4775095,2.2531326
13.369444,4.0054293,2.0825336
10.123307,4.126054,2.153261
5.422722,4.1254263,2.4351928
8.576551,6.2288632,2.7972643
8.077081,5.8043613,2.6414807
11.616988,3.428347,1.0172713
13.057305,4.6667953,1.7164906
10.908297,6.030153,1.2110883
8.193407,5.622352,1.2850924
6.509368,5.3958955,1.9583807
7.975016,5.4448686,2.153589
13.277239,2.7632754,1.614597
7.6346464,5.0955915,1.5371122
8.27,2.4777212,1.426321
8.0232315,5.17248,2.065596
9.481958,4.9152465,2.0569673
8.387354,6.219673,2.2471857
6.9974155,6.353648,1.7840141
9.012284,5.891949,2.8970296
14.607741,2.5537393,1.2443143
9.376014,5.961194,2.5592422
12.232581,6.6605377,1.445951
12.813414,4.484948,1.3086193
9.878513,6.079049,2.3036122
11.887363,2.7546043,2.7163997
13.008249,3.882292,1.8820933
9.4754095,3.4455519,2.4251637
12.239537,4.399579,2.392877
12.695639,4.608084,1.4775614
9.981727,4.380024,1.7957132
9.753982,3.425549,1.5590409
11.03361,3.5760732,2.485545
12.843577,5.875504,2.0665643
12.117276,6.1927457,2.7126226
8.114145,4.951109,1.2805374
9.324855,3.5955074,1.535547
10.61431,5.471742,2.4572103
12.048875,5.02332,2.1074188
13.610795,4.8398175,1.6571484
10.813615,3.4498248,1.9625618
6.581323,2.7058878,2.5360048
6.149921,2.447304,1.1440583
9.914221,4.64058,2.8045158
11.608725,6.4241467,1.693504
11.174407,3.366886,1.5535365
7.2034855,4.3731713,2.3371296
6.768201,6.366628,2.6716602
11.010442,3.899422,2.074196
7.2673798,2.727244,2.5081477
7.9920545,3.7006478,1.3183632
10.862566,5.515516,2.8635688
6.9296145,4.8262696,1.1737626
11.262001,6.6476827,2.0423453
6.8189282,3.2762752,1.2052761
5.2848067,6.5247073,2.079902
14.661063,3.6139417,2.0646183
7.90098,3.964966,1.5663885
7.7749405,2.899975,1.9668218
13.400989,2.5958805,2.4064837
6.0370584,2.2934844,2.1639268
12.252462,5.804477,2.3975155
7.3791513,3.597882,1.7346951
9.477932,2.8431437,1.6002456
9.126706,3.7479858,2.5160863
5.422421,2.1445286,2.9403634
12.682156,6.131531,2.144769
11.763562,2.1727226,1.5499458
14.950523,5.740678,1.5747659
7.2231884,3.6268537,1.3746598
11.057032,5.455656,1.9969295
9.7824745,5.925953,2.1130912
6.4317183,4.300206,2.4347987
8.410016,5.317158,2.2490191
12.580512,6.4936013,1.9821851
7.8385267,3.7884448,1.9892398
11.442613,2.2360194,1.6086752
11.835629,4.3722677,1.5466174
9.075096,4.983565,1.796938
12.57592,5.30763,2.3901901
11.90295,5.8019485,2.2286212
13.099194,5.510853,2.9131165
11.487953,4.1398463,1.385958
5.4924893,2.756105,2.0115383
6.3197103,6.2587633,2.3606815
10.807762,3.522185,1.3290591
6.9155517,2.7668836,1.2429948
12.184686,5.2886186,1.3476336
13.243734,5.029975,2.9197865
6.519709,5.8365955,1.3416247
5.3670382,5.0789557,1.3637348
11.723598,4.1713963,2.1466706
9.874543,3.4898489,2.2151148
10.496077,5.5606008,1.0518123
12.916238,2.8085833,2.0539107
8.320013,6.0528107,1.3112905
11.936468,6.651714,1.2388158
6.239805,3.5726209,2.042507
10.7088785,4.224596,1.6730955
8.936917,5.580979,1.9893521
12.327909,5.2600923,1.3505911
6.5215173,5.232794,1.9068421
13.309769,3.8142245,1.7241267
8.459068,4.5021977,1.4381412
12.237025,2.6001885,2.1703172
11.510648,6.8401847,2.1077046
9.021267,2.1111965,1.632686
6.7792463,5.7624426,1.2478559
6.634224,5.570082,2.147774
8.118213,2.2208061,1.248984
10.141645,6.4567237,1.9202269
10.966707,5.231315,1.8978969
14.661681,5.850711,1.252943
7.902927,3.4523468,2.2534773
10.861598,3.7364771,2.8747644
12.523471,4.019238,1.3168184
8.483114,5.335147,1.6423291
5.237272,6.505611,1.4758853
9.1074095,5.34928,2.582812
10.693823,3.713576,1.6148363
8.953888,6.275162,1.7580796
11.365578,5.244122,1.6807208
13.578094,2.1359663,2.5905008
5.8685308,3.6492,2.395281
10.422549,5.83743,2.503431
9.397033,4.0479174,1.6259222
13.615563,4.8134203,1.6085662
9.0026655,3.081559,1.7638943
9.190738,5.240139,1.5537893
8.440082,5.3649797,1.348432
9.1434,4.4688845,2.4138923
9.066806,2.6411042,1.6783395
13.696112,4.729085,2.0767596
6.887842,4.4637675,2.0355928
7.1413774,2.0610242,1.5614089
8.070058,2.8349073,1.3354678
5.8772163,2.559238,2.2930224
9.720825,4.8727336,2.351851
9.13946,5.5370355,1.411879
9.499076,4.5231986,1.4328196
9.464642,5.269716,2.4579515
5.0712643,5.538479,2.2202756
10.085099,5.5981393,2.0182996
8.60778,4.3581457,2.2682924
9.1374855,5.2123356,2.3961332
8.877559,2.7555065,2.5523813
8.515055,4.6098366,1.5136037
9.37767,4.5221105,1.9392699
10.885056,5.6663465,1.451478
14.864642,4.1419144,2.4205482
7.874069,2.8357306,1.3717488
7.0382466,5.1230555,2.3584023
6.4898567,5.1088157,2.8286781
10.092241,3.954596,1.1622299
6.9221387,5.8381953,1.628995
6.6623545,5.5808887,1.9210168
10.551525,4.802019,2.1991825
10.389247,3.9308262,2.4245083
9.88797,2.463245,1.3329718
6.6553974,5.61878,1.9288387
11.209589,4.609263,1.89338
9.627586,5.906806,1.3275837
14.200869,4.309506,1.8660207
7.0196376,5.2599254,2.5036888
5.72557,3.1185808,1.6196827
7.1870522,5.125129,1.6992431
12.075558,4.1815705,1.8698666
11.80567,4.948222,1.419238
9.987647,3.039423,2.1862025
9.678655,3.9744349,2.2320595
10.390133,4.6971755,2.0191271
12.909232,2.8228736,2.4844692
13.086271,4.5782638,2.010546
9.440815,6.800455,1.9022471
10.058007,5.2769957,2.1592531
13.591133,2.8595448,1.5813689
7.999248,3.3509295,1.755365
6.6673927,5.246986,2.2710347
12.269845,4.796394,2.7427185
8.615794,5.6709523,2.1578143
12.7318535,5.511279,1.7969099
8.823701,5.240454,1.5651029
11.196991,4.839311,2.1783583
11.754353,4.4166923,1.1390468
5.1824307,5.0613084,1.8452111
9.939823,3.8410916,2.1704192
9.197394,5.871002,1.9897991
8.925142,5.6818666,1.368084
12.870806,2.4668329,1.83231
12.176046,5.0125294,2.1118896
11.803816,3.7240262,1.1912433
9.587736,3.7119644,1.520989
9.051726,4.013118,2.1080167
12.859523,4.2052107,2.6418316
11.093602,4.920967,1.8184487
14.409048,4.7794275,1.0786054
11.929624,4.5815625,1.2508368
9.08495,3.8469841,1.397779
6.650664,2.2312832,2.1805112
12.64313,4.722714,2.1953626
11.711747,6.0111184,1.8398961
11.787892,3.1118138,2.3364835
9.551545,6.1516886,1.2699598
9.084322,4.595159,1.7554153
10.611772,3.0740488,1.7058771
7.6928425,4.7488694,1.3534952
8.237534,5.7421775,2.3906517
13.711508,2.8888633,1.6972558
10.797602,3.9952705,1.6036485
8.868499,4.0201864,2.0813184
10.379207,5.2182264,2.3739235
9.358074,3.7892408,1.8504912
10.874576,3.3363538,2.5377016
6.509647,2.7982163,1.2165514
11.436058,5.821061,2.3147793
8.780139,3.4622672,1.6942381
6.761959,2.87539,2.5624416
5.8938055,4.208509,2.8176072
11.979487,5.08454,1.0312372
12.740995,5.0708427,2.0730357
7.986281,3.0366895,2.270873
11.243875,5.24469,2.3483505
8.516059,6.467144,1.5581206
12.3754635,6.743308,1.3540114
6.0536094,4.1593323,1.5955535
11.556043,3.3033664,2.9310358
7.7088776,5.087471,2.104403
11.342637,4.463986,2.0964437
8.525173,6.273299,2.0080988
10.870802,3.1401598,2.1684725
12.474445,5.3928328,1.7670065
11.604115,3.8437653,2.7477243
9.401436,5.753339,1.9560397
7.1150155,6.54377,2.46369
11.0141735,3.4957848,2.969541
5.284912,4.724272,2.061536
13.448164,5.005797,1.8207166
7.5388603,5.2310348,2.109897
12.508087,3.9028907,2.3448846
9.468406,3.355364,2.4484274
6.371516,3.370876,2.3997238
7.9637184,5.124584,2.9683974
11.297576,3.3036883,2.0530345
5.711205,5.261063,1.6182863
13.950237,5.7977414,1.3781476
9.486469,3.8512814,1.8609433
9.4687605,4.4720707,1.7330065
7.605824,5.6041317,2.64385
7.4211073,3.9555588,1.9736674
14.628736,2.251772,2.5589745
10.608794,6.6278896,2.8886254
7.6423388,2.911126,1.8351289
8.257049,4.8093805,1.1206652
9.435635,4.667195,2.1953974
11.383803,2.8184066,1.3377185
7.51571,5.945342,1.9926054
9.7572365,5.3001623,2.5957801
10.06,5.581178,2.8885365
13.526932,5.518387,2.4824722
7.572348,3.51173,1.9599904
10.688492,3.4332778,2.3218102
13.24116,5.2109957,2.7879622
10.091084,5.690149,2.1659288
11.400747,5.9605865,1.685976
12.3899,4.6293955,2.4560304
8.21677,5.9128165,1.2667176
8.104581,3.1924355,2.7224786
7.4154987,3.371122,2.284883
11.492412,4.6750774,1.6019193
8.908479,4.3031244,2.0173626
13.017245,4.845618,1.754301
8.136693,6.9010935,2.00615
13.115037,4.7484374,1.6072634
6.433602,6.6284204,1.5281545
7.404711,4.6785946,2.3950868
9.630464,4.201563,2.3760214
6.7743387,4.2661753,1.7679399
6.799714,4.374908,1.3263354
8.216564,4.049522,1.7966323
11.727766,5.5670514,2.2583487
8.9088955,3.880625,2.0476203
11.925706,4.755479,1.3388615
11.227468,2.309205,1.9436294
14.481233,3.488977,2.271582
5.1185575,6.9193068,2.0712886
12.22286,4.755859,1.2758166
8.464511,4.932993,1.2516667
12.197658,4.829905,2.6816225
9.856916,5.73407,1.3501536
10.20986,4.635821,2.3328726
12.63025,4.1704297,2.3616524
7.3484554,5.6734934,2.0335839
9.438442,4.3139777,2.492704
11.732925,4.7033443,1.6545192
11.619952,4.6125836,2.1755865
9.111176,4.585373,2.3569295
10.713762,5.2777805,2.925421
7.99641,3.5462143,1.3777277
11.339982,3.9994683,1.6361604
14.2694435,5.4285765,2.9525108
7.615776,3.6722636,2.4208746
9.875402,4.5883765,1.4153179
7.0093307,5.353242,2.630594
9.54909,4.193355,2.5483282
10.70405,3.6279984,2.5107665
13.117021,4.6375065,1.3440353
12.466954,3.2871935,2.4416482
10.371561,6.6927276,1.7772204
12.268221,6.3335657,2.0792894
8.801426,5.597613,1.2265781
7.492643,4.2109766,2.920504
12.435622,3.6368053,2.1612937
12.893669,4.518018,1.8037115
14.045078,6.400327,1.0147679
10.395186,4.403655,2.348391
10.244954,5.519062,1.9776744
11.384281,2.8939407,2.2073734
14.001445,2.6158333,2.5695405
7.41846,3.5261858,2.0698802
7.1603255,4.094532,1.9747808
10.387649,2.9259462,1.5816683
7.543282,6.2885513,1.7358028
11.05634,4.6828494,2.071652
7.5321846,4.6507483,1.9767375
14.562744,5.651535,1.4632287
9.648048,3.204208,2.7672193
8.944208,4.84153,2.3769035
7.239906,4.907153,2.4566329
12.8805275,4.191213,1.2195333
10.930536,6.0394106,2.0449772
12.541085,2.4997168,1.2590852
7.60768,4.96705,1.2364192
11.368461,3.8719642,1.5134436
12.45767,5.995451,2.8658197
6.7020655,6.905586,1.86945
9.681209,5.35162,2.2294307
11.448307,6.3817735,1.8975722
10.232244,2.4147134,1.9197497
11.548895,3.5552347,2.130009
6.556155,5.1173406,1.9981437
11.490275,4.351305,2.2975798
11.620744,4.218179,2.9190197
8.836939,4.4034333,2.0225625
9.613474,3.8851624,1.788683
8.010897,5.905376,1.8267736
9.6370125,4.4726286,2.4027646
9.803236,4.321151,1.8122351
