m,k,b
13.25067,6.037858,2.630485
11.282802,5.384068,2.5710473
13.624647,4.928503,2.6396003
7.7409205,3.230589,1.9794893
8.636328,4.725211,1.9542776
10.60838,6.922657,1.8225578
14.086476,6.050076,2.6567638
11.607192,4.6248198,2.637591
9.598487,6.1884875,2.1056602
8.116637,5.298913,2.1393793
13.175923,4.129204,1.8045062
7.324933,3.761048,2.38696
7.798537,3.472412,2.2003953
8.81763,5.909834,1.5881844
9.410399,3.0881793,2.1666298
9.445273,3.376656,1.50076
7.8782835,3.5898442,1.9299037
12.689816,3.7541733,1.6318891
10.90267,3.1474311,1.9229243
7.685563,2.5723414,1.6907282
11.821272,6.2883344,1.7244334
8.143887,4.6567793,2.517076
10.469883,4.852009,1.7569288
9.191634,3.7713618,1.581958
10.3720455,4.8255396,1.9443866
11.29819,4.159589,1.0164499
7.5992675,4.8670053,2.3443635
7.773856,6.476343,2.0972145
10.810919,5.6966286,2.3756816
9.581734,4.785302,1.7749646
9.063526,4.661045,2.3587928
8.480844,4.2505345,2.2698545
11.05879,6.791529,2.057826
9.455605,4.5349145,2.449012
13.336747,5.9942718,1.9593967
11.486787,3.6028607,1.3592813
6.4768496,4.1882668,1.5272437
9.86375,6.5712113,1.8379817
6.045235,5.535677,1.7793082
11.643035,6.1975727,1.891892
10.0834465,2.552515,2.007158
9.29546,6.493583,1.684409
9.141832,5.864928,1.4171475
9.189046,5.4389105,2.2008123
8.699757,3.917486,1.5410836
10.742044,2.9916017,1.8617419
10.5554,5.1712685,1.2787718
6.3533754,4.86307,2.5901074
9.62853,4.9824796,2.2932892
7.194269,5.5156403,2.1793015
6.096555,4.005303,2.7994027
10.549028,5.3215337,2.3565278
12.694543,5.080017,1.3538401
12.173854,4.789106,2.117849
13.139813,4.7819314,2.092673
10.117866,2.529694,2.6684346
8.694926,2.3538132,2.2070293
13.046884,2.971744,1.4685013
6.8565125,4.8394346,1.8300357
6.7846794,5.2980075,2.1726174
13.193445,4.837109,2.4815812
9.566109,4.6576667,2.3980138
9.279947,3.3498628,1.9037821
8.336007,6.7046323,2.4839983
10.101565,3.640269,1.9307567
10.766134,4.059202,2.095683
13.5415745,2.6410868,2.76389
7.0359774,5.649991,2.3429494
13.798428,5.038305,2.349497
11.051729,6.2654734,1.3915565
7.4482584,3.4727266,1.6052179
12.042379,4.807205,2.608718
9.002288,4.88506,2.1012938
9.996732,2.8414657,2.2237442
12.514955,4.4875674,1.6831163
10.182846,3.1807451,1.8961022
9.05969,5.370807,1.456891
10.251468,3.7028782,2.7214396
12.192188,6.085823,1.0670453
11.189138,4.0010967,2.5532932
7.090765,5.784759,2.2945132
9.35387,3.5201175,2.1023073
9.823817,4.677575,1.8356338
6.964974,3.66736,2.1459823
10.632545,4.0916924,1.845191
7.987724,4.0518403,1.4859588
12.219142,5.1448045,2.1224952
12.47695,3.8750412,2.162115
9.583851,5.1347885,1.2600394
6.247397,6.6961317,2.123547
8.41557,4.35946,1.3864131
11.726546,5.1029234,2.4451108
13.432013,5.0198827,1.4691585
14.719902,5.7270613,2.5410094
8.863875,3.7885222,2.6586585
10.396602,4.5236716,2.0224833
6.71665,3.1592,1.9635279
9.861567,3.8016925,2.3931262
11.051978,5.7113566,1.3991653
10.911657,4.8111205,1.7421571
7.149599,4.4702826,1.704511
14.371308,4.702856,2.6369042
10.850074,5.47197,2.179856
13.695156,2.4127162,1.691759
9.833841,2.190347,2.4265227
12.456699,4.5290666,2.450353
5.989381,3.948691,1.1400174
10.216582,3.6635063,1.7447188
8.877096,5.9959292,1.8052797
10.358929,4.687298,1.9436849
8.625656,3.955319,1.7774824
8.468762,2.9552622,1.8903358
11.880474,2.8907013,1.934144
8.762344,5.624231,2.0306787
9.805415,6.5580893,2.2903397
11.254483,3.4950416,2.0298116
10.5842285,4.270606,1.1057054
5.0440426,2.6656876,1.5770612
7.2904677,6.2520347,1.5992628
8.744209,5.3009653,2.157018
9.649317,4.2603583,2.4247541
8.854711,6.245325,1.3125116
13.257568,5.23873,2.016697
12.307406,4.907504,1.9379997
10.9214525,4.546032,1.9303812
7.783153,5.959146,1.9070957
10.463243,3.5085213,2.0685802
9.778298,3.36196,2.6784382
11.454793,5.4451714,1.2978395
8.617993,4.7628694,1.1850749
5.789307,4.318163,2.3717208
9.947131,5.422358,2.4156516
13.063216,4.0098195,1.8081702
14.706142,6.005174,1.5421834
12.067848,3.6662495,2.6443162
7.5107894,2.3870363,1.2224633
7.3295484,5.4687862,2.028502
6.025685,4.5259542,1.5203344
6.5419316,4.292685,1.807163
9.937139,4.3771996,2.5417705
12.432286,5.537718,2.3744333
9.050524,5.104233,2.5068605
11.055655,6.946954,1.8981512
9.718813,3.7646682,2.377191
9.279224,4.0203524,1.8218546
7.259674,4.334838,1.6955287
9.042039,2.5882392,2.4039266
10.615379,5.520303,2.0318937
8.392532,2.307361,1.4502633
8.172733,3.2736595,2.2119963
13.5238695,3.0154567,2.41653
11.676856,4.6183167,1.3209952
14.830213,3.7324035,1.8527317
11.011093,6.5067954,2.0906248
5.9985876,6.380607,1.6735673
10.802866,5.2080708,1.5996339
8.622311,5.2827854,1.898193
11.920972,5.7604656,1.7469105
10.0520935,4.991678,2.3928194
5.648846,5.808559,2.4208064
7.9193807,5.6254764,1.9566002
9.110172,4.1982136,1.7383928
8.329436,3.9884837,2.152057
12.107511,4.6742015,2.362833
9.042079,5.004749,1.3330942
6.394637,6.123909,2.5056741
5.1697006,3.0346634,1.3275704
9.558874,2.3384447,1.6235138
12.38425,6.5471344,1.4332153
9.558486,3.5657926,2.5090024
11.758811,5.1295266,2.6601055
11.047812,5.4345284,1.1374527
6.295036,3.5663664,2.13801
6.966126,6.441854,1.5393267
10.073117,3.3620787,1.4864049
8.510963,4.151352,2.1923442
6.9165606,4.974264,2.5432878
8.731104,5.5849457,2.4603403
8.119485,6.8101544,2.2972808
10.277425,4.0880637,2.5633166
14.468158,3.440878,1.2465081
13.783419,3.9413931,2.5423954
13.2806,2.6614578,2.1407351
12.137579,5.31842,1.6843551
7.3484807,5.5129633,1.2018402
10.15718,4.716809,1.3894463
8.740787,4.7483783,2.6091723
5.0950007,5.369516,1.007034
8.993825,2.9724905,2.203545
12.754183,3.2047925,2.9471686
9.335483,4.2297997,2.4174595
14.045152,5.465838,2.7772238
12.462383,6.4922886,1.1587522
14.024631,2.2034144,2.3688433
11.033172,5.769272,2.7261765
12.110785,4.790654,1.801961
9.618162,2.556166,2.7203786
8.444718,6.3261313,2.0984626
14.5406065,4.328761,2.5799875
13.837884,4.0036364,1.7243191
10.669588,4.536737,2.8407686
6.9538283,3.461726,1.8612485
6.0792303,5.0073457,2.8032935
10.45012,5.042925,2.1310887
9.646164,2.6912222,2.413221
7.136916,5.74594,2.885055
8.760603,5.63539,2.4604754
13.493058,3.1660695,1.6795324
10.186482,3.4938555,1.4206922
10.781002,5.0153384,1.8996176
7.5999975,5.310576,1.7174171
7.2670536,4.1192636,1.3548412
10.289735,4.728896,2.3297765
9.096325,3.4223685,1.6298311
11.666053,6.149774,2.3813596
5.9618063,4.166893,1.9903003
12.087863,2.6592302,1.5219967
5.350875,5.2731686,2.0896666
8.530573,4.0748606,2.5125096
11.050875,3.1882546,2.0928626
9.442205,4.7897105,2.5093544
11.788107,2.8528776,2.0587857
8.935915,4.9213047,2.7140868
11.052964,3.9395177,1.655863
9.893378,3.3317816,2.3335102
8.586443,6.1251097,1.5937098
11.386572,2.3738632,2.5317678
11.5160055,3.8183813,1.0055902
14.734932,6.025148,1.504792
11.839624,4.887082,1.8052881
12.551348,3.798696,2.296334
11.258887,5.3994164,2.360533
8.515383,4.8785353,1.5282111
8.953682,5.56023,2.1994812
7.329018,6.804356,1.8619866
11.835096,2.5990636,1.2501692
11.432345,3.2504961,1.9207846
9.095352,4.084815,2.562281
11.1171665,4.78217,2.4590287
11.470438,3.6195264,1.7060965
10.471632,5.747313,1.3092451
10.721161,4.757838,1.9828719
10.916135,5.8113446,2.187048
10.524474,4.7170067,2.6053715
10.524031,2.8140054,1.2466172
7.587254,5.6252484,2.215392
6.035701,5.303554,1.6659945
9.74223,3.309516,2.2398381
12.757784,5.366388,2.5263376
8.0552435,6.507437,2.128835
10.382957,5.5533295,1.5461776
6.410649,4.2419553,1.1620907
7.4240284,3.2875023,1.7820581
6.496223,3.6257765,2.0698462
7.2413015,4.500417,2.2963173
10.540688,5.557508,1.663804
9.395811,4.7845035,2.210103
10.341067,3.1564412,2.0348687
10.457903,6.5662165,1.1916522
11.422709,5.010243,2.0669234
14.181325,2.701261,1.5665222
12.681254,3.334428,1.2694029
6.9412966,3.5545924,2.2223904
9.310691,2.5950696,1.8795894
13.101285,3.0994108,1.6164898
8.027231,3.243067,1.1529417
7.7751255,6.360989,2.4250376
11.668522,2.9587796,2.1767287
5.428185,5.3386054,1.3319184
9.185919,5.0262437,1.450841
13.365099,3.3967764,1.7912941
10.766727,5.6286335,2.052922
12.056411,2.3581734,2.734701
9.879351,6.1681952,1.9020859
11.091001,3.1112902,2.0544915
13.692677,5.271271,1.5556508
5.696352,4.4222546,2.2526448
12.389965,3.2646337,2.1734953
8.32582,4.2114534,2.2628572
10.003141,3.603495,2.8021584
9.96003,4.325962,2.1716635
11.766605,5.5135756,2.152578
10.492666,6.7639546,2.5447633
13.561827,5.7034698,2.2682114
5.832024,4.2587504,1.5177636
11.451308,3.31669,1.5545892
9.263964,4.562201,2.261676
9.662119,5.6468544,2.6243415
8.022204,5.7316813,1.8370404
11.913046,6.3804455,2.0449553
10.770846,6.3929687,1.4371456
11.707014,4.3821993,1.4748528
10.058661,3.275847,2.079078
7.4112535,3.4763205,1.5641283
9.995927,2.195208,1.9248865
6.6551123,4.361091,2.2149456
9.8015,4.8741794,1.3532344
9.995368,4.9720783,2.248234
10.407637,5.6275005,1.9072028
5.3101497,4.8080454,2.4662504
6.1993704,3.502935,2.5222692
12.862535,4.838943,2.4754996
8.17132,4.881233,2.1898763
13.188922,6.004991,1.7517139
13.664593,4.968337,1.8870595
9.550481,6.584918,2.9826715
14.282436,5.655149,2.1965976
12.256117,4.1705995,1.2272123
6.8198066,5.293333,2.507572
7.857803,6.1039968,2.9817362
10.322156,4.3451796,2.1526983
13.230504,4.3440304,1.2751099
8.432605,4.455101,2.2549534
8.800452,2.2644258,2.1761413
10.577977,5.039677,1.3885272
12.328283,2.5248673,2.8727643
8.4669285,4.9365335,1.3217047
10.149361,5.1121163,2.0905464
7.4519043,5.2867117,1.5639001
11.207491,3.9550738,2.3622875
11.265262,2.3833175,1.7449582
12.641749,4.7951684,2.449213
9.434738,4.767795,1.8590711
10.084607,3.900069,1.9407918
11.552084,6.952513,2.0723295
13.410751,5.1331844,2.385137
9.405501,4.139052,1.7498934
10.091291,4.4020667,2.091805
7.4397206,4.7916903,1.426029
6.950603,5.3117595,2.4167905
9.624621,2.2659643,1.9920285
5.6518693,3.452936,2.1676788
11.89759,4.871636,2.1375356
9.818908,4.376591,2.2279456
8.377915,4.0906897,2.6885965
13.298919,6.2034082,1.7448356
10.18152,4.927724,2.5804121
12.082141,3.8679428,2.235254
14.001747,5.122578,2.2300959
8.256256,4.7402925,1.1476259
7.0406904,4.4477644,1.1921874
9.306351,3.3569162,1.535087
7.2009983,3.1592238,1.5658064
8.581992,3.0450318,1.2716546
7.135912,4.4354286,2.4262977
10.252924,3.018484,1.5885688
5.522154,5.596614,1.584324
7.7318826,4.9485745,2.2691834
11.651576,4.8364997,1.80305
7.515574,5.177379,2.2279809
6.750413,3.9035337,2.81331
13.523783,5.6198583,1.7201563
13.795939,5.0144105,2.4120276
8.9285555,4.9749455,1.8962227
8.0155525,4.8906736,2.341042
11.405271,3.6814804,2.1924033
10.547373,5.0837026,2.1370225
10.969668,2.8708107,2.5718558
5.831352,5.3773766,2.612011
10.1017,4.801648,1.9584984
10.645341,2.8198,1.8885065
11.893129,6.4672813,2.7708616
9.732996,4.1084127,2.1081612
6.3285894,6.182649,1.3219297
5.282365,4.171198,2.6729836
13.8648405,5.791137,2.1772015
9.994928,3.9007702,2.8700202
7.2245,4.1035595,1.6291753
8.682737,4.66403,2.4393158
7.4229617,2.8596325,2.663666
8.400253,2.0045376,2.38876
11.960509,3.7818885,2.1621785
12.050018,2.3340394,2.961876
14.614688,3.567162,1.4650335
10.200863,5.5056963,1.6462662
9.438978,2.5491474,1.60428
10.857908,5.1445503,1.7203044
12.02435,6.7582273,2.3792145
10.153229,5.960487,1.7867222
10.939855,2.7056885,1.5695086
8.928195,6.229193,1.829414
11.637813,5.976036,2.3661928
11.209233,3.5470355,2.1968951
14.23577,6.1105475,2.8342783
6.303763,5.15398,2.2193341
11.327373,3.2081556,2.0538704
9.409905,5.6783547,1.8912386
12.291227,3.3146603,2.8618026
6.6012325,4.042618,2.2027512
8.616712,6.714212,2.233156
13.229182,4.224986,1.2296565
12.140116,5.295871,2.1256166
8.5423155,3.226969,2.0716403
11.6817,5.8904033,1.9351797
11.490646,3.602462,2.2981827
6.438655,2.1938372,1.9795184
11.905366,2.7897973,1.8834686
11.288576,5.103588,1.8356994
9.424224,5.519532,1.650366
7.2051835,5.6883616,1.8452561
11.848816,4.3265557,1.753418
6.986555,4.7950735,1.7168571
10.392711,2.256268,1.6643128
9.590722,4.3864555,1.7893392
11.561144,6.795563,1.2483552
7.3711367,2.3455865,2.5529296
11.268524,5.1469107,1.8332528
8.991633,4.288844,1.9455818
6.5415316,6.323968,1.9821196
6.9982185,3.8666677,2.6325276
10.907137,5.15445,1.9003193
7.2166576,2.3466387,1.9167393
10.691774,4.0487633,2.392387
8.7044935,3.2782235,1.5790492
6.5086756,2.1238234,1.4359324
7.4938555,3.1823926,2.4336271
9.820233,4.171003,1.3093903
9.458527,3.3482165,1.6381999
10.564542,6.304473,1.6215584
8.682186,4.8821692,1.735743
7.5264072,4.794281,1.5678172
12.334835,3.0605812,1.8632942
7.856622,2.429053,1.9328817
9.830439,6.003439,2.6728287
9.858054,5.182403,1.8371004
11.295374,3.0551987,1.4758121
11.243118,6.15756,2.4791162
12.169799,4.165618,2.1220036
10.016058,6.3769836,1.7329352
5.9051995,6.538599,2.2242646
6.39668,3.0247877,2.3874733
10.762983,5.2884135,1.2797405
11.729819,4.585738,1.3313316
8.161495,4.666309,1.5919636
9.096022,2.844014,1.5305401
7.8908114,4.2035103,1.980605
10.66086,4.6853633,1.0264093
5.8551726,3.6924582,1.8231363
10.063989,4.2704268,2.2260315
11.153909,5.877178,2.0882988
7.0078173,4.2071953,2.3278701
9.802315,5.768347,2.1966982
5.584307,4.7869635,1.4028982
7.586653,3.8553236,2.024548
10.054107,3.9580655,1.8022027
13.683773,3.000687,1.9810259
5.9048524,5.051653,1.3745066
10.047522,3.446969,1.8983393
9.833963,4.8247547,2.1788535
8.614984,4.779287,1.6178333
7.083899,3.1998346,2.88082
12.133318,6.1257,1.0641745
8.375797,3.9834864,2.3482766
10.219401,4.786305,2.3244245
5.048921,2.9154418,2.8056407
11.705739,3.4566178,2.3395243
8.825463,3.5976863,1.2516692
8.084796,5.1311355,1.8298361
11.291496,4.6113267,1.774353
13.726653,6.8943124,1.929245
11.765247,6.039109,2.0524886
13.427616,4.4551888,1.6037447
12.913147,3.1020806,2.237163
8.088256,5.0294085,2.1043746
9.488228,5.3172545,1.2327152
10.550592,5.4489946,1.1472334
10.872936,4.080794,2.338534
10.13945,5.927338,2.9573002
9.339063,3.9871712,1.9375408
6.8895693,4.8040338,1.9251794
10.511583,2.8480406,2.2684808
11.372265,2.2175443,1.3778332
10.363966,4.564269,1.7669908
8.385631,2.627608,1.3576616
11.567177,4.9503803,1.5573123
14.0859585,4.316616,1.7478313
13.743352,5.3897376,1.4223027
11.127082,6.600047,1.7465365
10.42227,6.5447755,1.7945272
10.781024,3.8515708,1.8021874
7.0891027,5.8923726,1.8249527
8.7107,5.853161,2.0885131
10.851255,5.2687273,1.7944615
12.555137,3.193732,1.5811642
8.850494,2.295197,2.3432598
8.515694,3.508787,1.4475068
10.793946,4.8013406,1.9720991
11.284416,6.5650854,2.3657084
12.436941,5.691714,1.9533446
9.049236,5.4342623,1.6997452
10.410546,4.512009,1.6008798
8.935483,3.756167,2.330248
13.665253,2.3785753,1.958383
12.05825,4.667214,2.3931785
11.477293,3.678656,2.8982925
10.129304,3.2671762,2.4908478
6.4199157,4.489429,2.1984987
8.997773,6.1275682,1.6891233
8.61551,3.9654844,2.236208
13.854354,4.9829154,2.1277277
10.902372,4.6002593,1.7924597
6.156423,2.1041164,2.6404462
9.199957,5.607354,2.3499188
12.350843,2.087352,1.1379163
11.640116,4.0846634,2.9669762
10.898486,4.1939034,1.1489031
13.300666,4.89089,2.0582733
7.743136,5.2300835,1.4850976
8.215596,3.6358824,1.0699704
9.682754,4.9322042,1.8091626
8.295655,4.4350166,1.6157318
6.127329,2.4053957,2.7943556
12.99071,4.172386,1.9819543
11.083584,4.157346,1.6823378
6.781777,5.8234625,2.1982522
11.5829,3.1970062,1.8380557
6.062031,3.5775158,2.1634843
12.483605,2.6294413,1.5207461
9.852567,4.709799,2.1452541
10.10026,3.169169,2.1249375
8.4877405,5.8583174,2.2573383
13.847096,6.8495755,1.9099259
8.201556,5.497479,2.085788
5.864898,4.66977,2.3777938
8.768658,6.458805,1.9631695
9.477835,4.111687,1.4752264
11.725029,5.6834564,1.4681785
7.3791585,6.233577,1.6721913
12.63848,4.773214,1.8994615
6.764596,5.102703,2.6810524
9.840114,5.508753,2.0443158
11.096453,4.7200427,2.6085198
12.066331,5.073188,1.0033514
11.426909,4.307783,1.8484055
10.7992935,3.9035156,1.060847
11.511264,6.373973,1.778113
13.85018,3.3363926,2.2837484
8.784612,3.6168716,2.7325969
8.997948,5.685341,2.741926
13.568544,6.6088705,1.9837873
12.292691,4.877034,1.2137034
11.645329,3.3747597,2.0043948
9.287379,3.6085868,2.5275779
9.492035,4.3196845,1.7431005
7.63078,3.413382,1.3844429
7.688083,3.2466445,1.50494
8.364972,3.306408,2.2157948
10.420861,4.0611944,1.981278
11.08834,4.3178377,1.8044238
7.486539,4.960865,1.8744687
8.612267,4.006896,1.2603766
9.835118,3.2930806,1.734091
12.114929,4.4964337,1.5201443
7.5895815,3.2860265,1.0756955
8.296088,5.26238,2.3529985
12.430441,5.4296594,1.5786966
9.764747,5.4046965,2.049374
6.341418,4.075963,1.5357118
8.94228,5.337975,1.9894733
12.635175,4.0771422,1.8515372
10.60161,4.9949265,2.0090988
8.117793,5.7138176,1.5848283
12.612766,3.6829848,1.7886269
10.604906,5.2243943,2.1861258
11.034378,3.8468874,1.619794
11.277712,5.259255,1.3325015
12.701436,5.793359,1.7859842
12.348437,4.3943753,2.1478167
12.995361,3.4475677,1.541223
9.295424,3.3642619,1.8284966
7.123764,5.1914425,1.7318395
10.67412,4.0294456,1.9567057
13.802668,2.594588,1.8266895
7.6756988,5.7595067,1.0734197
11.252863,3.778369,1.292583
14.746114,3.6903024,1.1501267
7.179565,2.8597255,1.9347978
7.2972264,6.240391,2.3480868
7.943993,6.769139,2.0469787
13.256999,3.9631681,1.6362439
10.5849085,2.9330258,2.8264897
13.296211,4.54811,2.225594
8.725077,3.0346112,1.9829454
11.018923,3.3828843,1.6322824
8.21043,6.3556633,2.838003
9.1833515,3.6054077,1.6107732
9.177593,3.0612524,1.3802141
9.450809,3.9257333,1.7143066
8.462277,5.6290846,2.6030664
11.106772,2.7721376,1.7615265
10.089473,4.218552,1.0396675
14.613378,5.313967,2.1195784
7.3062363,3.4332006,2.840191
10.883535,5.021987,2.7324991
8.359956,4.98583,2.0895755
14.543411,4.9036326,1.4915715
10.539885,4.8396053,2.3343077
7.5727305,5.0596504,2.4570653
8.811506,3.9241722,2.5371397
10.826481,4.1433015,2.0764518
8.615444,4.8027196,2.2417865
8.370152,5.2761145,1.5047802
8.934454,3.5029497,2.4075174
12.27144,5.059206,1.1811466
5.845091,3.7805123,1.337711
10.266952,2.3104239,1.887324
9.681354,4.2655,1.4830829
10.026066,6.0781875,2.0569646
14.50369,3.5330784,1.2097948
10.58874,4.4665136,1.8258345
8.529248,5.705697,2.329855
9.628043,2.7322557,1.8852913
7.538169,2.2361467,1.5683682
10.754204,4.697724,1.9731019
12.582032,2.945276,1.2710167
10.210067,2.8893158,1.1561042
11.260593,4.6225567,1.8430548
10.87843,6.023221,2.438901
11.611068,3.2444224,1.4734782
9.155389,4.0026774,1.6056954
10.026446,6.6415257,2.419752
10.882604,5.5171413,2.004442
6.9656324,5.7690463,2.7504437
14.865361,3.9589806,1.8743883
11.792962,2.681391,1.480377
8.246851,4.3581357,1.9296876
12.901783,3.703473,1.7779601
9.078262,5.1930118,2.2473829
11.815656,2.7972443,1.3291267
13.134896,6.268165,2.1169531
6.2156496,5.4123077,1.6088238
13.022689,3.491774,2.0552692
5.4591246,5.8950353,2.569637
9.988564,3.15338,2.2812374
6.71895,4.2648506,2.999019
10.995603,4.4483986,2.2945
9.003292,4.7227845,2.3378077
8.975809,5.014455,1.7074686
11.936265,5.0441833,1.9149063
11.903116,6.302512,1.9935765
13.179634,4.191107,2.630496
11.542465,3.4489655,2.249361
13.31172,5.0537567,1.9574313
6.4572597,6.813191,2.011741
10.731181,4.570678,2.2328386
7.8945436,4.776902,2.2595239
10.046718,6.513911,1.8636044
10.813213,6.050727,2.2098591
13.765801,5.0557094,2.791891
5.1221623,4.65621,1.1156176
13.385148,4.2310433,1.8339655
8.8536825,5.434096,1.9547428
7.555719,5.493204,1.4349391
7.3220696,3.3730106,1.9885695
14.306139,5.382857,1.9826455
7.6044044,6.0637374,1.8341538
10.964056,3.992429,1.8645313
6.5258255,5.968832,2.7759576
13.319219,3.6972466,1.7602239
13.175135,5.1867723,1.7152047
10.291795,5.129997,1.463871
8.963464,4.40004,2.0406926
7.906444,6.3629975,1.0121424
10.256284,2.8943694,1.3513787
9.6371975,6.5440426,2.0092893
7.0666337,2.403933,2.9511719
9.410266,4.294518,1.5927618
9.242694,5.914417,2.1989903
12.036326,3.700704,1.6264485
9.440848,5.276886,2.0512774
5.4382315,5.0100403,2.2772417
7.502963,5.9917507,1.9103143
9.651604,5.123803,2.509036
14.575543,4.411726,2.3421383
7.359929,4.4913707,2.509706
9.025379,5.5447154,2.3050027
11.27792,3.582749,1.939956
9.137419,2.271485,2.014156
9.379724,5.5945854,1.7652867
9.44203,4.1841235,2.3808558
9.695198,5.1406326,1.743413
10.925138,4.4807878,2.8047984
10.851778,4.660397,2.359933
11.808274,6.010776,2.2526233
13.141879,3.547575,2.0195346
11.359233,5.529651,1.8282822
9.265115,6.559281,2.5009127
10.077465,5.910851,1.7652022
10.069481,6.5586457,1.5415819
13.964966,5.374788,2.730669
10.803619,5.2914743,1.5989602
12.153599,5.756429,1.8697376
11.266468,6.78081,2.297945
10.596229,5.904134,2.8366516
8.026978,5.269568,1.7961769
13.698375,4.5491433,2.713046
10.106244,4.385871,1.9978806
6.597384,3.7796755,1.9695317
13.479627,4.8554373,2.279707
6.4051356,5.1996374,2.033416
9.220724,3.8819885,1.3471043
7.2589817,5.4676785,1.6058056
7.342128,5.7208786,2.4770987
9.729869,5.464633,1.9007623
9.481412,2.2696624,1.8835799
12.660783,4.855574,2.645623
8.311231,5.6647153,1.9478017
5.576116,3.2958903,1.1860667
9.92788,4.8060265,1.1200023
14.062505,3.1509078,2.6739328
6.6214647,6.385852,2.5433464
9.821733,3.501307,2.1909554
9.171303,5.2089324,1.8691347
10.591751,5.031864,1.0786843
9.934693,5.8044205,2.1316593
8.849953,2.903003,2.43544
10.793212,2.4776034,2.2750435
13.329062,6.2936707,1.7267244
10.530086,5.074783,1.9991581
10.620066,5.2541156,1.4591316
8.892209,5.8711343,1.596075
9.598398,3.8502028,2.3938324
9.18765,4.664398,1.327907
9.427538,3.115863,2.0194552
9.725702,5.9630857,1.22149
13.453875,5.505464,2.9179635
9.130051,4.1145077,1.1289682
8.184519,4.3687153,1.9965897
10.706118,5.8892665,2.0279274
7.9589524,5.0834517,2.2756765
10.311,4.706423,2.5386505
9.629484,5.60312,2.2165446
9.873561,2.4686594,2.1858265
11.570179,2.0684466,2.1462917
8.711108,4.647821,1.3600645
7.842975,3.142896,1.2407843
11.061922,3.0335176,2.2274551
8.094893,6.5218205,1.7141988
11.743847,6.0544877,2.5770938
7.8683443,4.2369666,2.2113502
11.21975,6.160452,2.6734354
10.484218,6.3682184,2.0669346
10.849022,4.2044787,2.6601722
9.378944,4.7400355,2.4582095
11.678175,5.5003405,2.9811451
12.245034,4.6375384,2.4098277
14.067377,2.444867,2.681521
12.0237255,2.8124452,1.8331505
5.5069757,4.2007236,1.5936313
10.691958,6.994562,2.7548354
11.525403,4.849426,1.58838
10.412638,5.2620654,1.8387687
8.524451,3.9758096,1.8863316
10.288786,6.1218967,1.5918125
11.799324,6.297911,2.3122323
7.882033,6.1731105,2.5726302
10.973769,3.2841115,1.8341318
11.358478,3.5898411,2.4517133
13.580316,6.555315,1.726886
11.836374,4.751906,1.6118283
8.610513,4.0879946,1.8902133
10.257805,6.653535,2.2237916
10.940984,6.609073,2.5113797
12.764407,5.3922668,2.1925867
10.595399,3.3943756,1.9138466
5.615546,3.7803311,2.0958698
13.852399,2.719285,1.9721186
11.92635,4.0348253,2.6129615
14.773324,4.51989,1.9953616
9.127788,4.6223125,1.9858683
10.449597,2.7537081,2.034276
7.0323763,5.006333,2.0749393
9.319058,2.4644272,2.0740867
11.417741,4.5434856,1.219218
8.565652,5.8300414,1.6148977
8.690786,4.7742534,1.3057227
13.191066,3.8803043,2.0816905
5.0716257,6.217951,2.283605
8.0370865,6.986029,2.3528988
13.946424,5.848609,2.2099597
6.7165055,4.3739486,1.9962375
13.83051,4.9498706,2.9595683
9.419572,2.965271,1.6042154
11.390717,5.0068564,1.4894066
13.418751,4.80578,1.5348754
5.7319183,3.8947887,2.445929
7.562703,6.0847616,2.4786508
5.1622753,5.343201,1.9832189
10.9404545,4.2561493,1.6594143
7.0262423,6.1253314,2.0125825
7.792422,5.6169915,1.8156271
8.364366,5.5039034,1.2784524
12.217185,5.343201,1.6832191
5.4425745,3.5825362,2.4174838
6.0009847,6.041491,2.0094223
6.591944,4.280005,2.7104347
12.021014,4.573965,1.4914578
5.9741116,6.125101,2.0457237
11.839347,2.2359612,1.4562637
8.409564,4.5006604,2.02862
10.503878,3.1408753,1.226536
14.487308,5.9793077,2.374904
10.578761,4.913877,1.9550247
12.812456,4.8270216,2.5670075
14.748624,3.067662,1.4073702
7.573995,6.4158974,1.1070265
9.3396015,4.6085014,1.8838266
11.055699,3.9708433,2.2039318
12.613405,4.480884,1.7353073
10.117402,5.4905286,2.7295625
11.570302,5.024684,2.5243456
11.455207,4.5792637,2.698257
9.437079,4.3552766,1.062187
6.7325997,6.437619,2.128411
11.096346,5.6256366,1.93766
7.4269795,5.880267,1.869443
7.51725,4.440301,1.073984
6.5729475,4.9992228,2.2245293
9.156175,5.321119,1.5843496
7.661696,3.8603666,1.3832555
8.865707,5.4237366,2.9925196
10.332385,3.619508,2.7204695
8.6028185,6.0108156,2.1138623
11.968391,6.5465837,1.6613686
7.9347177,6.7597857,2.3331463
6.7766004,5.661525,2.0992496
10.962523,2.9348512,1.1310488
9.570926,5.412581,2.5219095
10.5886135,3.4756393,2.6847272
9.459708,4.6550646,1.4203353
9.385629,3.3175995,2.6487195
11.056028,3.8750687,2.4207444
11.244075,2.763919,1.862796
6.2709875,6.493201,2.441608
7.3020954,5.662016,1.9469671
8.16754,3.4128346,1.7031597
7.9887958,2.0807042,2.1518145
6.1654363,4.43444,2.303658
6.534209,5.7057524,2.1980188
6.988168,5.72319,1.7056993
7.12065,4.864059,1.9555182
8.457536,4.909413,2.1956933
9.052224,4.9394207,1.3159547
7.047886,4.9272738,2.1144
13.318795,4.5300546,2.7584097
